,uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name
948,949,2020-03-31,Yes,Yes,0.42731499999999994,Good,58,Female,4.0,One,3.0,3.0,3,No,4.0,No,Yes,No,Yes,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,HOKE
949,950,2020-03-31,No,,0.251141,Good,78,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,6.0,No,No,No,Most are reacting appropriately,No real changes,No,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
953,954,2020-03-31,No,,0.5587449999999999,Good,53,Male,3.0,Two,1.0,3.0,No,No,1.0,Yes,Yes,Yes,Yes,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
954,955,2020-03-31,Yes,Yes,0.5587449999999999,Good,45,Male,5.0,One,9.0,9.0,Yes,No,1.0,Yes,Yes,Yes,Yes,,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,Caucasian,518.0,2.0,4.0,Other / Unaffiliated,,3.0,1.0,2.0,3.0,3.0,2.0,,3.0,,,,,3.0,1.0,3.0,1.0,ALAMANCE
956,957,2020-03-31,Yes,Yes,1.57194,Good,52,Male,3.0,One,0.0,,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,2.0,5.0,Republican,3.0,4.0,1.0,1.0,5.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,FORSYTH
957,958,2020-03-31,No,,1.05673,Very Good,61,Female,2.0,None,1.0,0.0,No,,2.0,Yes,No,No,No,No,1.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
958,959,2020-03-31,Yes,Yes,3.1555400000000002,Good,42,Female,7.0,None,0.0,,Yes,,0.0,Yes,9,9,9,9,9.0,Yes,No,Yes,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Republican,,2.0,4.0,1.0,2.0,2.0,2.0,,3.0,,,,,2.0,1.0,5.0,1.0,HARNETT
959,960,2020-03-31,No,,0.300578,Fair,77,Male,2.0,None,0.0,,No,,0.0,Yes,,,,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
961,962,2020-03-31,Yes,Yes,1.20125,Very Good,55,Female,3.0,None,0.0,,No,,0.0,Yes,No,No,No,No,8.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,2.0,5.0,Other / Unaffiliated,,3.0,4.0,1.0,3.0,3.0,2.0,1.0,5.0,2.0,1.0,,,3.0,4.0,3.0,1.0,MECKLENBURG
962,963,2020-03-31,Yes,Yes,1.71375,Good,43,Female,1.0,None,1.0,1.0,Yes,,0.0,Yes,Yes,Yes,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,Black,518.0,5.0,5.0,Democrat,3.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,FORSYTH
963,964,2020-03-31,Yes,Yes,0.37561500000000003,Very Good,51,Female,5.0,One,3.0,1.0,Yes,No,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,1.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,HARNETT
964,965,2020-03-31,Yes,Yes,1.05673,Very Good,54,Female,5.0,Two,0.0,,No,No,1.0,Yes,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,5.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,5.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,WAKE
965,966,2020-03-31,Yes,Yes,0.472926,Poor,58,Male,2.0,None,2.0,2.0,Yes,,1.0,Yes,Yes,Yes,Yes,Yes,8.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,White,No,White,IVR,Caucasian,517.0,1.0,5.0,Republican,3.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,CALDWELL
966,967,2020-03-31,Yes,Yes,4.080830000000001,Very Good,32,Female,4.0,Two,0.0,,No,No,,,,,,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Black,517.0,5.0,5.0,Democrat,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,MECKLENBURG
967,968,2020-03-31,Yes,Yes,1.26475,Good,51,Male,4.0,Two,4.0,4.0,Yes,Yes,0.0,Yes,No,,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,567.0,5.0,5.0,Democrat,,3.0,1.0,3.0,4.0,3.0,2.0,,3.0,,,,,3.0,1.0,1.0,1.0,BUNCOMBE
968,969,2020-03-31,Yes,Yes,1.20218,Fair,59,Female,3.0,One,6.0,0.0,Yes,Yes,0.0,Yes,,Yes,Yes,Yes,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,WAKE
972,973,2020-03-31,No,,0.42698500000000006,Good,53,Female,4.0,One,4.0,4.0,Yes,No,0.0,No,No,No,No,No,7.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
973,974,2020-03-31,Yes,Yes,0.416029,Very Good,57,Male,1.0,None,3.0,3.0,Yes,,3.0,Yes,Yes,Yes,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Republican,,2.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,PERSON
976,977,2020-03-31,Yes,Yes,0.42698500000000006,Good,55,Female,2.0,None,4.0,4.0,Yes,,0.0,No,Yes,,,,6.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,517.0,1.0,4.0,Republican,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,CABARRUS
978,979,2020-03-31,No,,0.46174899999999997,Good,52,Female,1.0,One,1.0,1.0,No,No,0.0,Yes,Yes,,,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,
979,980,2020-03-31,Yes,Yes,1.05673,Very Good,54,Female,2.0,None,2.0,1.0,No,,0.0,Yes,,,,,9.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,Yes,No,White,No,White,IVR,Black,560.0,5.0,5.0,Democrat,3.0,4.0,3.0,3.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,WAKE
980,981,2020-03-31,Yes,Yes,0.473292,Good,55,Male,6.0,Two,1.0,1.0,Yes,No,0.0,Yes,No,No,No,No,7.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Other / Unaffiliated,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,ORANGE
981,982,2020-03-31,Yes,No,0.285709,Very Good,70,Female,3.0,None,2.0,2.0,Yes,,1.0,No,Yes,Yes,Yes,Yes,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,,Other / Unaffiliated,,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,,,4.0,1.0,2.0,2.0,
984,985,2020-03-31,Yes,Yes,1.14188,Good,57,Female,4.0,One,1.0,1.0,Yes,Yes,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,567.0,1.0,5.0,Republican,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,MCDOWELL
985,986,2020-03-31,Yes,Yes,4.694030000000001,Very Good,38,Male,3.0,One,2.0,2.0,No,No,0.0,Yes,No,No,No,Yes,6.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,3.0,5.0,Other / Unaffiliated,3.0,4.0,3.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,DAVIDSON
986,987,2020-03-31,Yes,Yes,0.635652,Fair,50,Male,4.0,One,0.0,,Yes,No,1.0,Yes,Yes,No,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,Yes,,Yes,Hispanic or Latino,IVR,Other,518.0,1.0,5.0,Republican,2.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,RANDOLPH
988,989,2020-03-31,Yes,Yes,0.472926,Good,57,Male,4.0,None,4.0,2.0,No,,0.0,Yes,No,No,No,No,6.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,MECKLENBURG
989,990,2020-03-31,Yes,Yes,1.05673,Very Good,56,Female,3.0,None,3.0,3.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,0,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,WAKE
991,992,2020-03-31,Yes,Yes,0.472926,Good,55,Male,2.0,One,1.0,1.0,Yes,Unsure,0.0,Yes,Yes,Yes,No,No,9.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,No,No,,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,STANLY
992,993,2020-03-31,Yes,Yes,0.373585,Good,77,Male,2.0,None,5.0,5.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,White,No,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,DAVIE
994,995,2020-03-31,Yes,Yes,1.12164,Good,38,Female,3.0,One,3.0,3.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,560.0,1.0,5.0,Republican,,,4.0,,3.0,,,,,,,,,,1.0,4.0,1.0,PERSON
997,998,2020-03-31,Yes,Yes,0.271379,Good,65,Female,2.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,545.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,BEAUFORT
1001,1002,2020-03-31,Yes,Yes,3.87915,Very Good,37,Female,1.0,None,5.0,1.0,No,,0.0,No,No,No,No,No,6.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,No,Black,IVR,Black,545.0,5.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,PITT
1002,1003,2020-03-31,Yes,Yes,1.26475,Very Good,54,Male,7.0,Three or more,1.0,1.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,575.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,CHEROKEE
1003,1004,2020-03-31,No,,0.42731499999999994,Fair,48,Female,1.0,None,0.0,,Yes,,,,,4,Yes,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,
1004,1005,2020-03-31,Yes,Yes,0.37561500000000003,Very Good,49,Female,3.0,Two,2.0,1.0,No,No,0.0,Yes,Yes,No,No,Yes,9.0,Yes,No,Yes,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,5.0,1.0,4.0,5.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,ORANGE
1005,1006,2020-03-31,Yes,Yes,0.449553,Good,59,Male,2.0,None,3.0,3.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,544.0,1.0,5.0,Republican,2.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,CAMDEN
1006,1007,2020-03-31,Yes,Yes,1.57194,Good,58,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,FORSYTH
1007,1008,2020-03-31,Yes,Yes,1.14188,Very Good,58,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,550.0,1.0,5.0,Republican,,3.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,,,2.0,1.0,5.0,1.0,BRUNSWICK
1008,1009,2020-03-31,Yes,Yes,1.20125,Fair,58,Female,4.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,5.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,ROWAN
1009,1010,2020-03-31,Yes,Yes,1.4388299999999998,Good,58,Male,1.0,None,9.0,8.0,No,,2.0,Yes,Yes,Yes,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Another race,Yes,Another race,IVR,Other,570.0,5.0,5.0,Democrat,4.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,ROBESON
1010,1011,2020-03-31,No,,0.803175,Good,66,Female,3.0,None,9.0,,,,0.0,Yes,No,No,No,No,6.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
1011,1012,2020-03-31,No,,0.42731499999999994,Very Good,48,Female,9.0,Two,0.0,,Yes,No,2.0,Yes,No,Yes,Yes,No,9.0,Yes,Yes,Unsure,Most are overreacting to the actual risks,Large changes,No,No,Asian,0,Asian,IVR,,,,,,,,,,,,,,,,,,,,,,,
1012,1013,2020-03-31,No,,0.948923,Very Good,74,Female,1.0,None,1.0,1.0,No,,0.0,No,Yes,No,No,No,6.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
1014,1015,2020-03-31,Yes,Yes,0.46174899999999997,Fair,58,Female,1.0,None,0.0,,No,,0.0,No,,,No,,5.0,Yes,Unsure,Unsure,Most are underestimating the risks,Large changes,No,Yes,,Yes,Hispanic or Latino,IVR,Black,545.0,5.0,5.0,Democrat,3.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,PITT
1015,1016,2020-03-31,Yes,Yes,0.42698500000000006,Very Good,55,Female,1.0,None,9.0,9.0,Yes,,,,Yes,3,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,CATAWBA
1016,1017,2020-03-30,Yes,No,0.845627,Very Good,84,Male,2.0,None,5.0,0.0,No,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,544.0,4.0,,Other / Unaffiliated,,,3.0,,3.0,,,,,,,,,,1.0,3.0,4.0,
1017,1018,2020-03-30,No,,1.8981400000000002,Good,18,Male,5.0,Two,0.0,,No,No,0.0,No,No,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,Asian,No,Asian,Live,,,,,,,,,,,,,,,,,,,,,,,
1018,1019,2020-03-30,Yes,Yes,4.519909999999999,Good,41,Male,3.0,One,9.0,7.0,Yes,No,0.0,Yes,No,Yes,No,No,8.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,Asian,Yes,Asian,Live,Other,517.0,5.0,5.0,Other / Unaffiliated,3.0,4.0,1.0,3.0,5.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,MECKLENBURG
1019,1020,2020-03-30,No,,3.58987,Very Good,38,Female,4.0,Two,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,Yes,No,Asian,Yes,Asian,Live,,,,,,,,,,,,,,,,,,,,,,,
1020,1021,2020-03-30,Yes,Yes,3.97305,Good,29,Male,3.0,One,9.0,9.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,3.0,3.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,1.0,CATAWBA
1021,1022,2020-03-30,Yes,Yes,0.706546,Good,77,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,560.0,5.0,5.0,Democrat,3.0,5.0,3.0,3.0,5.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,5.0,CHATHAM
1022,1023,2020-03-30,Yes,Yes,0.5739029999999999,Good,54,Female,2.0,None,2.0,0.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,No real changes,No,Yes,,Yes,Hispanic or Latino,Live,Caucasian,518.0,3.0,5.0,Other / Unaffiliated,,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,,,4.0,1.0,3.0,1.0,FORSYTH
1023,1024,2020-03-30,No,,1.05673,Good,53,Female,2.0,None,1.0,0.0,No,,2.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1024,1025,2020-03-30,Yes,Yes,1.05673,Very Good,51,Female,3.0,One,1.0,1.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,560.0,3.0,5.0,Democrat,3.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,JOHNSTON
1025,1026,2020-03-30,No,,0.300578,Good,87,Male,2.0,None,0.0,,No,,9.0,No,No,No,No,No,2.0,Yes,No,Yes,,No real changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1026,1027,2020-03-30,Yes,Yes,0.472926,Very Good,53,Male,3.0,Two,9.0,9.0,Yes,Yes,0.0,No,No,Yes,No,No,3.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Other,517.0,1.0,5.0,Republican,3.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,GASTON
1027,1028,2020-03-30,No,,1.4388299999999998,Very Good,56,Male,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,No real changes,Yes,No,Another race,Yes,Another race,Live,,,,,,,,,,,,,,,,,,,,,,,
1028,1029,2020-03-30,No,,0.504467,Very Good,56,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,Yes,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1029,1030,2020-03-30,No,,0.7634810000000001,Fair,70,Female,2.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1030,1031,2020-03-30,Yes,Yes,0.34195,Very Good,67,Male,1.0,None,9.0,8.0,No,,0.0,No,Yes,No,No,No,3.0,Yes,No,No,Most are reacting appropriately,Large changes,,,,,Black,Live,Black,545.0,5.0,5.0,Democrat,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,ONSLOW
1031,1032,2020-03-30,Yes,Yes,1.26475,Good,49,Male,5.0,One,5.0,4.0,Yes,Yes,1.0,No,No,Yes,No,No,5.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,550.0,1.0,5.0,Republican,3.0,3.0,4.0,1.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,BLADEN
1032,1033,2020-03-30,Yes,Yes,3.40982,Fair,28,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,3.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,Live,Caucasian,567.0,5.0,4.0,Democrat,,3.0,2.0,3.0,3.0,3.0,2.0,,3.0,,,,,3.0,1.0,1.0,1.0,BUNCOMBE
1033,1034,2020-03-30,No,,1.1704299999999999,Good,61,Male,2.0,None,8.0,8.0,,,2.0,Yes,No,,,Yes,8.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1034,1035,2020-03-30,Yes,Yes,0.889592,Very Good,71,Male,5.0,None,9.0,9.0,No,,0.0,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,,2.0,4.0,2.0,2.0,2.0,3.0,,2.0,,,,,2.0,1.0,5.0,3.0,LINCOLN
1035,1036,2020-03-30,No,,1.5272,Very Good,19,Male,5.0,Two,0.0,,Yes,No,5.0,Yes,No,No,No,No,7.0,Yes,No,No,Most are underestimating the risks,Large changes,No,Yes,,Yes,Hispanic or Latino,Live,,,,,,,,,,,,,,,,,,,,,,,
1036,1037,2020-03-30,Yes,Yes,1.1704299999999999,Good,46,Male,5.0,Two,4.0,0.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,560.0,5.0,5.0,Democrat,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,WAKE
1037,1038,2020-03-30,No,,0.868567,Fair,71,Female,2.0,None,2.0,2.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Another race,Yes,Another race,Live,,,,,,,,,,,,,,,,,,,,,,,
1038,1039,2020-03-30,No,,0.948923,Very Good,70,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,7.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1039,1040,2020-03-30,Yes,Yes,1.3424200000000002,Good,36,Male,6.0,Three or more,9.0,9.0,Yes,No,5.0,Yes,No,Yes,No,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,No,White,Live,Caucasian,567.0,1.0,5.0,Other / Unaffiliated,3.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,POLK
1040,1041,2020-03-30,No,,1.26475,Good,64,Male,4.0,None,3.0,1.0,Yes,,0.0,Yes,No,No,No,No,8.0,Yes,No,Yes,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1041,1042,2020-03-30,Yes,Yes,1.05673,Fair,57,Female,4.0,None,3.0,4.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,560.0,3.0,3.0,Democrat,,,3.0,,4.0,,,,,,,,,,1.0,2.0,1.0,WAKE
